mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.009375651677449545,0.004510325442208015,0.0532217820485433,0.00671014161234775,3,uniform,"{'n_neighbors': 3, 'weights': 'uniform'}",0.9283536600360972,0.9303743666274631,0.9263175943218205,0.9283485403284603,0.0016561743152039537,5,0.9293433164907314,0.9283286708476146,0.9291695276448793,0.9289471716610751,0.0004430636394651234
0.009099245071411133,0.004085081388261749,0.058499654134114586,0.020387396715604085,3,distance,"{'n_neighbors': 3, 'weights': 'distance'}",0.9283536600360972,0.9303743666274631,0.928291818661609,0.9290066151083898,0.0009674758402996125,4,0.9293433164907314,0.9283286708476146,0.9293660757098109,0.9290126876827189,0.0004837621788599031
0.008046309153238932,0.003960809722160181,0.08162665367126465,0.028697521163123234,5,uniform,"{'n_neighbors': 5, 'weights': 'uniform'}",0.9283536600360972,0.9336180873001617,0.9291435640102537,0.9303717704488376,0.002318033203168953,3,0.9293433164907314,0.934149772134209,0.9329840690357969,0.9321590525535791,0.0020471106646731217
0.005266030629475911,0.0024892733124957755,0.06687839825948079,0.028160014310918552,5,distance,"{'n_neighbors': 5, 'weights': 'distance'}",0.9283536600360972,0.9336180873001617,0.934680769582081,0.9322175056394467,0.002766381576833825,1,0.9293433164907314,0.934149772134209,0.9336121486934622,0.9323684124394674,0.0021502967028303927
0.0045777161916097,0.002065645143417924,0.057829062143961586,0.015433630953119826,7,uniform,"{'n_neighbors': 7, 'weights': 'uniform'}",0.9178589532323398,0.926412151368904,0.9291435640102537,0.9244715562038325,0.004806942361368375,6,0.9273826721596717,0.9322191763950529,0.9329840690357969,0.9308619725301739,0.002479974931203696
0.002883434295654297,0.000845147825690172,0.08508539199829102,0.025547767140113482,7,distance,"{'n_neighbors': 7, 'weights': 'distance'}",0.9283536600360972,0.9336180873001617,0.934680769582081,0.9322175056394467,0.002766381576833825,1,0.9293433164907314,0.934149772134209,0.9336121486934622,0.9323684124394674,0.0021502967028303927
